Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15
Exporte hourly data for PV and electrical Energy;;;;;;;;;;;;;;
Name:;Irradiation horizontal;Irradiation vertical;Humidity, outside;Temperature, outside;El. Energy Heating/Cooling;El. Energy Heating/Cooling;El. Energy house;El. Energy house;PV generation;PV generation;From grid;From grid;To grid;To grid
Description:;102_ISP01_E1001_B001ME1;102_ISP01_E1001_B002ME1;102_ISP01_E1001_B003ME1;102_ISP01_E1001_B101ME1;102_ISP01_E1000_UMG96_MODBUS_26;102_ISP01_E1000_UMG96_MODBUS_26;OH_STWF_NSHV_180;OH_STWF_NSHV_180;OH_STWF_PV_280;OH_STWF_PV_280;OH_STWF_NETZ_180;OH_STWF_NETZ_180;OH_STWF_NETZ_280;OH_STWF_NETZ_280
Unit;Globalstrahlungsfuehler Horizontal;Globalstrahlungsfueler Vertikal;Elektro Feuchtefuehler;Elektro Aussentemperatur;ISP 01 Schaltschrank, Consumption heating;"ISP 01 Schaltschrank, tot. Consumption heating; cumulative";"NSHV (Haushaltstrom); consumption general electricity";"NSHV (Haushaltstrom); consumption general electricity; cumulative";PV power generated 280;"PV power generated 280; cumulative";Netz Bezug gesamt 180;"Netz Bezug gesamt 180; cumulative";Netz Einspeisung gesamt 280;"Netz Einspeisung gesamt 280; cumulative"
Day;W/m²;W/m²;RH%;°C;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh
01.01.2020 00:00:00;10,31891918;6,182158466;75,28762215;-0,402456694;0,166755354;41067,03129;1;1116500,7;0;101357,08;1,33;340437,57;0;91483,71
01.01.2020 01:00:00;10,31891921;6,182158483;80,02201262;-1,08269606;0,169690966;41067,20098;1,2;1116501,9;0;101357,08;1,32;340438,89;0;91483,71
01.01.2020 02:00:00;10,31891918;6,182158466;81,35365437;-0,889972418;0,163549015;41067,36453;1,2;1116503,1;0;101357,08;1,35;340440,24;0;91483,71
01.01.2020 03:00:00;10,02248966;6,04618163;82,05402763;-1,018735332;0,163930437;41067,52846;0,9;1116504;0;101357,08;1,35;340441,59;0;91483,71
01.01.2020 04:00:00;2,803804399;2,734858275;83,89865451;-1,792508725;0,135605664;41067,66406;1,2;1116505,2;0;101357,08;1,29;340442,88;0;91483,71
01.01.2020 05:00:00;2,803804391;2,734858267;83,89933769;-2,090385461;0,192938113;41067,857;0,9;1116506,1;0;101357,08;1,41;340444,29;0;91483,71
01.01.2020 06:00:00;2,803804391;2,734858267;84,62090262;-2,358395932;0,18325997;41068,04026;1,5;1116507,6;0;101357,08;2,37;340446,66;0;91483,71
01.01.2020 07:00:00;2,803804399;2,734858275;84,91796395;-2,359042912;1,210372851;41069,25063;1,2;1116508,8;0;101357,08;7,83;340454,49;0;91483,71
01.01.2020 08:00:00;2,803804391;32,8980494;84,91850654;-2,359367607;6,629926813;41075,88056;0,9;1116509,7;0,34;101357,42;7,26;340461,75;0;91483,71
01.01.2020 09:00:00;55,09953249;268,7771152;84,34706675;-1,794736236;6,624553393;41082,50511;0;1116509,7;2,9;101360,32;4,71;340466,46;0;91483,71
01.01.2020 10:00:00;121,5247068;409,3540393;84,48445387;-0,606395793;6,633470252;41089,13858;0;1116509,7;7,26;101367,58;1,35;340467,81;0,51;91484,22
01.01.2020 11:00:00;196,5859868;640,5014333;83,28714329;0,706312738;6,894599899;41096,03318;0;1116509,7;11,28;101378,86;0;340467,81;3,18;91487,4
01.01.2020 12:00:00;202,9540709;745,3371503;79,16960447;1,990637354;7,169709158;41103,20289;0;1116509,7;12,32;101391,18;0;340467,81;4,02;91491,42
01.01.2020 13:00:00;187,622126;717,2365534;76,60914292;2,780939642;7,332855153;41110,53575;0;1116509,7;10,04;101401,22;0,24;340468,05;1,56;91492,98
01.01.2020 14:00:00;119,5606207;479,4720352;74,75660991;3,000034568;7,4535695;41117,98932;0;1116509,7;5,02;101406,24;0,84;340468,89;0,99;91493,97
01.01.2020 15:00:00;51,10153169;113,9111046;74,26719034;2,947030996;3,624378224;41121,6137;0;1116509,7;1,28;101407,52;4,11;340473;0,12;91494,09
01.01.2020 16:00:00;16,7079182;38,56380088;76,4662834;1,777636785;4,334519474;41125,94822;0,9;1116510,6;0,14;101407,66;7,95;340480,95;0;91494,09
01.01.2020 17:00:00;16,70791815;38,56380077;78,61733462;0,932138606;6,999263049;41132,94748;1,2;1116511,8;0;101407,66;8,58;340489,53;0;91494,09
01.01.2020 18:00:00;16,70791815;38,56380077;80,44866592;0,303068427;7,406688325;41140,35417;1,2;1116513;0;101407,66;4,41;340493,94;0;91494,09
01.01.2020 19:00:00;16,7079182;38,56380088;81,52710051;-0,214746267;3,030679604;41143,38485;1,2;1116514,2;0;101407,66;1,53;340495,47;0;91494,09
01.01.2020 20:00:00;16,70791815;38,56380077;80,61275156;-0,441961884;0,176587781;41143,56143;1,5;1116515,7;0;101407,66;1,47;340496,94;0;91494,09
01.01.2020 21:00:00;16,70791815;38,56380077;80,62497435;-1,085365124;0,167291848;41143,72873;1,2;1116516,9;0;101407,66;1,41;340498,35;0;91494,09
01.01.2020 22:00:00;16,7079182;38,56380088;82,62757565;-1,574709299;0,168379425;41143,89711;0,9;1116517,8;0;101407,66;1,41;340499,76;0;91494,09
01.01.2020 23:00:00;16,70791815;38,56380077;83,58817942;-1,574709295;0,164872687;41144,06198;1,5;1116519,3;0;101407,66;1,47;340501,23;0;91494,09
02.01.2020 00:00:00;16,70791815;38,56380077;83,58819954;-1,574709295;0,162368495;41144,22435;0,9;1116520,2;0;101407,66;1,29;340502,52;0;91494,09
02.01.2020 01:00:00;16,7079182;38,56380088;83,52532375;-2,022731369;0,16557748;41144,38992;1,2;1116521,4;0;101407,66;1,35;340503,87;0;91494,09
02.01.2020 02:00:00;16,70791815;38,56380077;83,34442498;-2,199657524;0,16954556;41144,55947;0,9;1116522,3;0;101407,66;1,29;340505,16;0;91494,09
02.01.2020 03:00:00;16,16038464;37,15417415;84,76211103;-2,407198858;0,164150621;41144,72362;1,2;1116523,5;0;101407,66;1,29;340506,45;0;91494,09
02.01.2020 04:00:00;2,826786289;2,826786289;84,964602;-2,135735516;0,065442325;41144,78906;1,2;1116524,7;0;101407,66;1,38;340507,83;0;91494,09
02.01.2020 05:00:00;2,826786281;2,826786281;85,67919756;-2,029343083;0,268702547;41145,05777;1,2;1116525,9;0;101407,66;1,38;340509,21;0;91494,09
02.01.2020 06:00:00;2,826786281;2,826786281;84,82657615;-1,570819973;0,170265154;41145,22803;1,2;1116527,1;0;101407,66;1,5;340510,71;0;91494,09
02.01.2020 07:00:00;2,826786289;2,826786289;84,82653985;-1,570819977;0,228480896;41145,45651;1,2;1116528,3;0;101407,66;3,6;340514,31;0;91494,09
02.01.2020 08:00:00;2,826786281;2,826786281;84,82568733;-1,570819973;2,565624319;41148,02214;0,9;1116529,2;0,12;101407,78;8,37;340522,68;0;91494,09
02.01.2020 09:00:00;17,30156668;2,826786281;84,02091122;-1,068300192;7,614769342;41155,6369;0,3;1116529,5;1,58;101409,36;5,55;340528,23;0,39;91494,48
02.01.2020 10:00:00;80,65887709;39,00528744;83,47766683;-0,540682461;5,327512886;41160,96442;0;1116529,5;4,16;101413,52;0;340528,23;3,03;91497,51
02.01.2020 11:00:00;130,4252413;87,64156414;82,1810812;0,345693499;0,20252267;41161,16694;0;1116529,5;6,62;101420,14;0;340528,23;5,28;91502,79
02.01.2020 12:00:00;103,0053328;54,39840312;81,16543447;1,073154676;0,174845565;41161,34179;0;1116529,5;4,68;101424,82;0;340528,23;3,21;91506
02.01.2020 13:00:00;103,0053331;54,39840327;80,71579688;1,617664786;0,174787021;41161,51657;0;1116529,5;3,98;101428,8;0;340528,23;2,79;91508,79
02.01.2020 14:00:00;80,19574762;54,39840312;80,71967671;1,814782618;0,167262678;41161,68384;0;1116529,5;2,56;101431,36;0;340528,23;1,32;91510,11
02.01.2020 15:00:00;51,25055538;52,45030809;80,54779251;2,015545098;0,161103767;41161,84494;0,3;1116529,8;0,76;101432,12;0,51;340528,74;0,03;91510,14
02.01.2020 16:00:00;8,733160989;5,010076534;80,71368423;2,040359381;0,104935943;41161,94988;0,9;1116530,7;0;101432,12;1,26;340530;0;91510,14
02.01.2020 17:00:00;8,733160965;5,01007652;82,37566651;1,507257232;0,203868028;41162,15374;1,5;1116532,2;0;101432,12;1,56;340531,56;0;91510,14
02.01.2020 18:00:00;8,733160965;5,01007652;83,65266153;0,975009677;0,188259922;41162,342;0,9;1116533,1;0;101432,12;1,44;340533;0;91510,14
02.01.2020 19:00:00;8,733160989;5,010076534;84,27662445;0,90826757;0,169036482;41162,51104;1,5;1116534,6;0;101432,12;1,41;340534,41;0;91510,14
02.01.2020 20:00:00;8,733160965;5,01007652;84,82215111;0,023728803;0,168397357;41162,67944;1,2;1116535,8;0;101432,12;1,41;340535,82;0;91510,14
02.01.2020 21:00:00;8,733160965;5,01007652;85,65425867;-0,942961667;0,164604914;41162,84404;1,2;1116537;0;101432,12;1,5;340537,32;0;91510,14
02.01.2020 22:00:00;8,733160989;5,010076534;85,84900928;-1,342325571;0,162680756;41163,00672;1,2;1116538,2;0;101432,12;1,44;340538,76;0;91510,14
02.01.2020 23:00:00;8,733160965;5,01007652;85,84927742;-1,343501007;0,167515005;41163,17424;1,2;1116539,4;0;101432,12;1,38;340540,14;0;91510,14
03.01.2020 00:00:00;8,733160965;5,01007652;85,84927742;-1,344270228;0,165599835;41163,33984;1,2;1116540,6;0;101432,12;1,32;340541,46;0;91510,14
03.01.2020 01:00:00;8,733160989;5,010076534;85,39191297;-1,332665636;0,162557035;41163,50239;0,9;1116541,5;0;101432,12;1,41;340542,87;0;91510,14
03.01.2020 02:00:00;8,733160965;5,01007652;84,83108593;-0,895060062;0,163883418;41163,66628;1,2;1116542,7;0;101432,12;1,29;340544,16;0;91510,14
03.01.2020 03:00:00;8,498374281;4,922144829;84,69735469;-0,881079791;0,174539428;41163,84082;0,9;1116543,6;0;101432,12;1,26;340545,42;0;91510,14
03.01.2020 04:00:00;2,780822285;2,780822285;84,72342114;-0,44293356;0,163773796;41164,00459;1,2;1116544,8;0;101432,12;1,26;340546,68;0;91510,14
03.01.2020 05:00:00;2,780822278;2,780822278;84,72332655;0,040490528;0,136153687;41164,14074;1,2;1116546;0;101432,12;1,44;340548,12;0;91510,14
03.01.2020 06:00:00;2,780822278;2,780822278;84,71873848;0,647503271;0,214340914;41164,35509;1,5;1116547,5;0;101432,12;1,59;340549,71;0;91510,14
03.01.2020 07:00:00;2,780822285;2,780822285;84,71725919;0,672311903;0,273790376;41164,62888;1,2;1116548,7;0;101432,12;7,65;340557,36;0;91510,14
03.01.2020 08:00:00;2,780822278;2,780822278;83,8356409;0,672311901;6,562819367;41171,1917;0,6;1116549,3;0,36;101432,48;7,38;340564,74;0;91510,14
03.01.2020 09:00:00;35,59217725;10,58775771;83,70310966;1,052160863;6,774594904;41177,96629;0;1116549,3;2,36;101434,84;5,4;340570,14;0;91510,14
03.01.2020 10:00:00;122,3442462;227,4608405;82,73502946;1,633350713;6,747447682;41184,71374;0;1116549,3;6,96;101441,8;1,5;340571,64;0,51;91510,65
03.01.2020 11:00:00;178,4190823;362,5156018;82,61223905;2,999590493;6,747199305;41191,46094;0;1116549,3;9,3;101451,1;0,54;340572,18;2,07;91512,72
03.01.2020 12:00:00;155,2963779;171,4582577;79,86657085;4,74032426;6,753906255;41198,21484;0;1116549,3;7,54;101458,64;0,81;340572,99;0,6;91513,32
03.01.2020 13:00:00;103,0972673;85,96929221;75,29056188;6,031025799;6,764155663;41204,979;0;1116549,3;5,04;101463,68;2,91;340575,9;0;91513,32
03.01.2020 14:00:00;94,45685103;43,71176906;73,00377342;6,331187958;6,841897203;41211,8209;0;1116549,3;3,86;101467,54;4,23;340580,13;0;91513,32
03.01.2020 15:00:00;51,49024719;42,27132104;71,07322567;6,320146808;6,918761121;41218,73966;0,3;1116549,6;0,96;101468,5;4,86;340584,99;0;91513,32
03.01.2020 16:00:00;12,57115557;7,193367021;73,6683241;5,774310594;4,613806778;41223,35346;1,2;1116550,8;0,02;101468,52;1,26;340586,25;0;91513,32
03.01.2020 17:00:00;12,57115554;7,193367001;79,5248727;5,764328951;0,14751014;41223,50097;0,9;1116551,7;0;101468,52;1,41;340587,66;0;91513,32
03.01.2020 18:00:00;12,57115554;7,193367001;84,65467914;5,548191383;0,203494582;41223,70447;1,5;1116553,2;0;101468,52;1,38;340589,04;0;91513,32
03.01.2020 19:00:00;12,57115557;7,193367021;84,93202101;5,481385241;0,169500698;41223,87397;1,2;1116554,4;0;101468,52;1,56;340590,6;0;91513,32
03.01.2020 20:00:00;12,57115554;7,193367001;85,23645906;5,481385226;0,166725736;41224,0407;1,2;1116555,6;0;101468,52;1,41;340592,01;0;91513,32
03.01.2020 21:00:00;12,57115554;7,193367001;86,10855751;5,481385226;0,162523921;41224,20322;1,2;1116556,8;0;101468,52;1,38;340593,39;0;91513,32
03.01.2020 22:00:00;12,57115557;7,193367021;87,62119026;5,481385241;0,162463897;41224,36568;1,2;1116558;0;101468,52;1,41;340594,8;0;91513,32
03.01.2020 23:00:00;12,57115554;7,193367001;88,18804723;5,481385226;0,168860934;41224,53454;1,2;1116559,2;0;101468,52;1,5;340596,3;0;91513,32
04.01.2020 00:00:00;12,57115554;7,193367001;88,50015251;5,481385226;0,167016654;41224,70156;1,2;1116560,4;0;101468,52;1,29;340597,59;0;91513,32
04.01.2020 01:00:00;12,57115557;7,193367021;88,82936059;5,311619484;0,164947375;41224,86651;0,9;1116561,3;0;101468,52;1,29;340598,88;0;91513,32
04.01.2020 02:00:00;12,57115554;7,193367001;89,03346807;5,2110815;0,16369127;41225,0302;1,2;1116562,5;0;101468,52;1,29;340600,17;0;91513,32
04.01.2020 03:00:00;12,18679432;7,022036174;86,01797724;5,005598579;0,163298347;41225,1935;1,2;1116563,7;0;101468,52;1,41;340601,58;0;91513,32
04.01.2020 04:00:00;2,826786289;2,849768402;82,89264879;3,909574954;0,166873773;41225,36037;1,2;1116564,9;0;101468,52;1,32;340602,9;0;91513,32
04.01.2020 05:00:00;2,826786281;2,849768394;82,67333595;3,619243695;0,125343013;41225,48571;0,9;1116565,8;0;101468,52;1,44;340604,34;0;91513,32
04.01.2020 06:00:00;2,826786281;2,849768394;82,56386944;3,049801753;0,21238743;41225,6981;1,5;1116567,3;0;101468,52;1,44;340605,78;0;91513,32
04.01.2020 07:00:00;2,826786289;2,849768402;82,1811905;2,4917406;0,167847308;41225,86595;1,2;1116568,5;0;101468,52;1,41;340607,19;0;91513,32
04.01.2020 08:00:00;2,826786281;2,849768394;84,17689963;2,489569543;0,16463086;41226,03058;0,9;1116569,4;0,4;101468,92;1,02;340608,21;0;91513,32
04.01.2020 09:00:00;40,63902461;33,16068186;84,70900718;2,489569543;0,164918809;41226,1955;0;1116569,4;2,84;101471,76;0;340608,21;1,71;91515,03
04.01.2020 10:00:00;100,9552426;107,6632023;83,83387393;2,48956955;0,164750437;41226,36025;0;1116569,4;6,26;101478,02;0;340608,21;4,83;91519,86
04.01.2020 11:00:00;110,8736633;87,88043447;81,13067176;2,712181993;0,167158791;41226,52741;0;1116569,4;5,74;101483,76;0;340608,21;4,62;91524,48
04.01.2020 12:00:00;100,0384154;53,75490565;78,58695002;2,766680476;0,165933882;41226,69334;0;1116569,4;4,98;101488,74;0;340608,21;3,63;91528,11
04.01.2020 13:00:00;67,31040643;66,59215679;78,50141007;2,671677619;0,162160253;41226,8555;0;1116569,4;3,98;101492,72;0;340608,21;2,73;91530,84
04.01.2020 14:00:00;87,51294021;75,22154169;78,77112698;2,600413916;0,158553773;41227,01406;0;1116569,4;4,04;101496,76;0,03;340608,24;2,85;91533,69
04.01.2020 15:00:00;51,00201908;51,89601778;80,23193964;2,594409846;0,164998464;41227,17905;0,3;1116569,7;0,66;101497,42;0,6;340608,84;0;91533,69
04.01.2020 16:00:00;7,469151034;4,389562615;81,22547165;2,434147363;0,10147999;41227,28053;1,2;1116570,9;0;101497,42;1,29;340610,13;0;91533,69
04.01.2020 17:00:00;7,469151013;4,389562603;82,09270983;2,434147356;0,177277645;41227,45781;0,9;1116571,8;0;101497,42;1,5;340611,63;0;91533,69
04.01.2020 18:00:00;7,469151013;4,389562603;82,24375526;2,434147356;0,216210103;41227,67402;1,5;1116573,3;0;101497,42;1,38;340613,01;0;91533,69
04.01.2020 19:00:00;7,469151034;4,389562615;82,24375549;2,434147363;0,165544732;41227,83957;1,2;1116574,5;0;101497,42;1,41;340614,42;0;91533,69
04.01.2020 20:00:00;7,469151013;4,389562603;82,24375526;2,434147356;0,166673377;41228,00624;1,2;1116575,7;0;101497,42;1,44;340615,86;0;91533,69
04.01.2020 21:00:00;7,469151013;4,389562603;82,24375526;2,434147356;0,167417478;41228,17366;1,2;1116576,9;0;101497,42;1,47;340617,33;0;91533,69
04.01.2020 22:00:00;7,469151034;4,389562615;82,24375549;2,434147363;0,168762982;41228,34242;1,2;1116578,1;0;101497,42;1,38;340618,71;0;91533,69
04.01.2020 23:00:00;7,469151013;4,389562603;82,35984451;2,434147356;0,159204384;41228,50163;1,2;1116579,3;0;101497,42;1,38;340620,09;0;91533,69
05.01.2020 00:00:00;7,469151013;4,389562603;82,75466148;2,434147356;0,161528068;41228,66315;0,9;1116580,2;0;101497,42;1,29;340621,38;0;91533,69
05.01.2020 01:00:00;7,469151034;4,389562615;83,21987613;2,551194493;0,165660873;41228,82881;1,2;1116581,4;0;101497,42;1,43983534;340622,8198;0;91533,69
05.01.2020 02:00:00;7,469151013;4,389562603;84,30506126;2,661668775;0,167888898;41228,9967;1,2;1116582,6;0;101497,42;1,26016466;340624,08;0;91533,69
05.01.2020 03:00:00;7,287848547;4,329732786;84,60820283;2,679960485;0,162572254;41229,15928;0,9;1116583,5;0;101497,42;1,26;340625,34;0;91533,69
05.01.2020 04:00:00;2,872750292;2,872750292;85,54343812;3,17213512;0,162642443;41229,32192;1,2;1116584,7;0;101497,42;1,26;340626,6;0;91533,69
05.01.2020 05:00:00;2,872750284;2,872750284;86,42849721;3,172135112;0,102246231;41229,42416;1,2;1116585,9;0;101497,42;1,53;340628,13;0;91533,69
05.01.2020 06:00:00;2,872750284;2,872750284;85,59856256;3,172135112;0,221170587;41229,64533;1,2;1116587,1;0;101497,42;1,44;340629,57;0;91533,69
05.01.2020 07:00:00;2,872750292;2,872750292;83,20270376;3,17213512;0,162533524;41229,80787;1,2;1116588,3;0;101497,42;1,41;340630,98;0;91533,69
05.01.2020 08:00:00;2,872750284;2,872750284;82,97847369;3,172135112;0,157698943;41229,96557;0,9;1116589,2;0,26;101497,68;0,99;340631,97;0;91533,69
05.01.2020 09:00:00;2,872750284;2,872750284;83,48477928;3,276211912;0,165882558;41230,13145;0,3;1116589,5;1,04;101498,72;0,33;340632,3;0,06;91533,75
05.01.2020 10:00:00;48,1863173;2,872750292;82,70444097;4,095302744;0,170389638;41230,30184;0;1116589,5;2,58;101501,3;0,03;340632,33;1,32;91535,07
05.01.2020 11:00:00;88,23028821;76,40209919;80,93185877;4,294187542;0,171340306;41230,47318;0;1116589,5;4,44;101505,74;0;340632,33;3,21;91538,28
05.01.2020 12:00:00;153,0450699;132,5025249;79,15200231;4,503026469;0,168733706;41230,64191;0;1116589,5;7,12;101512,86;0;340632,33;5,82;91544,1
05.01.2020 13:00:00;137,402288;221,2039529;78,64604269;4,50158071;0,164550587;41230,80646;0;1116589,5;6,38;101519,24;0,03;340632,36;5,1;91549,2
05.01.2020 14:00:00;52,83562465;57,26860973;78,36456853;4,409893031;0,162716956;41230,96918;0;1116589,5;2,96;101522,2;0,06;340632,42;1,71;91550,91
05.01.2020 15:00:00;51,21750021;32,83815775;78,36954119;4,394011617;0,163404262;41231,13259;0;1116589,5;1,24;101523,44;0,27;340632,69;0,27;91551,18
05.01.2020 16:00:00;11,81274989;6,457942975;78,15826049;3,959711201;0,102284295;41231,23487;1,2;1116590,7;0,04;101523,48;1,29;340633,98;0;91551,18
05.01.2020 17:00:00;11,81274985;6,457942957;78,50729675;3,95971119;0,152507419;41231,38738;1,2;1116591,9;0;101523,48;1,41;340635,39;0;91551,18
05.01.2020 18:00:00;11,81274985;6,457942957;79,17246385;3,95971119;0,24398091;41231,63136;1,2;1116593,1;0;101523,48;1,59;340636,98;0;91551,18
05.01.2020 19:00:00;11,81274989;6,457942975;79,17211547;3,959711201;0,165220484;41231,79658;1,2;1116594,3;0;101523,48;1,38;340638,36;0;91551,18
05.01.2020 20:00:00;11,81274985;6,457942957;78,78721635;3,616543197;0,162091511;41231,95867;1,2;1116595,5;0;101523,48;1,41;340639,77;0;91551,18
05.01.2020 21:00:00;11,81274985;6,457942957;79,42165929;2,261575914;0,158889759;41232,11756;1,2;1116596,7;0;101523,48;1,38;340641,15;0;91551,18
05.01.2020 22:00:00;11,81274989;6,457942975;80,4647784;1,610828138;0,161317008;41232,27888;1,5;1116598,2;0;101523,48;1,56;340642,71;0;91551,18
05.01.2020 23:00:00;11,81274985;6,457942957;81,02029649;0,998081827;0,167082571;41232,44596;0,9;1116599,1;0;101523,48;1,41;340644,12;0;91551,18
06.01.2020 00:00:00;11,81274985;6,457942957;79,28965917;0,25346759;0,16979443;41232,61575;1,2;1116600,3;0;101523,48;4,11;340648,23;0;91551,18
06.01.2020 01:00:00;11,81274989;6,457942975;80,1673328;-0,30020796;3,302301761;41235,91806;1,2;1116601,5;0;101523,48;5,76;340653,99;0;91551,18
06.01.2020 02:00:00;11,81274985;6,457942957;85,47009427;-0,555722594;4,378680819;41240,29674;1,2;1116602,7;0;101523,48;1,44;340655,43;0;91551,18
06.01.2020 03:00:00;11,45467748;6,314714005;86,57425962;-0,708185172;0,168653037;41240,46539;0,9;1116603,6;0;101523,48;1,29;340656,72;0;91551,18
06.01.2020 04:00:00;2,734858275;2,826786289;86,77385728;-1,113832476;0,167423104;41240,63281;1,2;1116604,8;0;101523,48;1,32;340658,04;0;91551,18
06.01.2020 05:00:00;2,734858267;2,826786281;86,77385704;-1,113832473;0,087193925;41240,72001;1,2;1116606;0;101523,48;3;340661,04;0;91551,18
06.01.2020 06:00:00;2,734858267;2,826786281;86,77669277;-1,1144978;2,149027674;41242,86903;1,2;1116607,2;0;101523,48;7,86;340668,9;0;91551,18
06.01.2020 07:00:00;2,734858275;2,826786289;86,77827851;-1,118706438;6,632954534;41249,50199;1,2;1116608,4;0;101523,48;7,98;340676,88;0;91551,18
06.01.2020 08:00:00;2,734858267;2,826786281;86,77827827;-1,122632667;6,630389844;41256,13238;0,9;1116609,3;0,3;101523,78;7,38;340684,26;0;91551,18
06.01.2020 09:00:00;47,529018;62,90817752;86,77827827;-1,02986979;6,635416655;41262,7678;0;1116609,3;3,3;101527,08;4,29;340688,55;0;91551,18
06.01.2020 10:00:00;122,7476623;214,4084433;86,77827851;-0,557667256;6,63739912;41269,40519;0;1116609,3;6,68;101533,76;1,2;340689,75;0,3;91551,48
06.01.2020 11:00:00;194,8355638;510,6168651;86,6357922;0,101051309;6,611267806;41276,01646;0;1116609,3;11,42;101545,18;0,12;340689,87;3,66;91555,14
06.01.2020 12:00:00;206,0916623;736,3648638;85,75646583;0,606211059;6,6015625;41282,61802;0;1116609,3;12,7;101557,88;0;340689,87;5,07;91560,21
06.01.2020 13:00:00;204,0572056;767,0025501;85,02199399;0,948442357;6,607827708;41289,22585;0;1116609,3;10,68;101568,56;0;340689,87;2,82;91563,03
06.01.2020 14:00:00;121,4171018;461,0454124;84,35883576;0,720419271;6,840553993;41296,06641;0;1116609,3;5,88;101574,44;2,34;340692,21;0,03;91563,06
06.01.2020 15:00:00;53,02712818;127,8534926;84,84498284;0,530507792;7,013671863;41303,08008;0;1116609,3;1,94;101576,38;6,36;340698,57;0;91563,06
06.01.2020 16:00:00;30,2672978;34,81773383;85,13106276;-0,271082121;7,15189898;41310,23198;0,9;1116610,2;0,22;101576,6;8,04;340706,61;0;91563,06
06.01.2020 17:00:00;30,26729772;34,81773373;85,12533561;-0,961656146;7,236076744;41317,46805;1,2;1116611,4;0;101576,6;8,46;340715,07;0;91563,06
06.01.2020 18:00:00;30,26729772;34,81773373;85,12533561;-1,336669476;7,316321163;41324,78438;0,9;1116612,3;0;101576,6;4,92;340719,99;0;91563,06
06.01.2020 19:00:00;30,2672978;34,81773383;85,12459665;-1,7577224;3,436045571;41328,22042;1,5;1116613,8;0;101576,6;1,41;340721,4;0;91563,06
06.01.2020 20:00:00;30,26729772;34,81773373;84,52537804;-2,246578572;0,178268205;41328,39869;1,2;1116615;0;101576,6;1,5;340722,9;0;91563,06
06.01.2020 21:00:00;30,26729772;34,81773373;85,13036911;-2,279631947;0,162974845;41328,56166;1,2;1116616,2;0;101576,6;1,41;340724,31;0;91563,06
06.01.2020 22:00:00;30,2672978;34,81773383;85,13162119;-2,810522442;0,162793497;41328,72446;1,2;1116617,4;0;101576,6;1,47;340725,78;0;91563,06
06.01.2020 23:00:00;30,26729772;34,81773373;84,98547999;-2,810522434;0,163010971;41328,88747;1,2;1116618,6;0;101576,6;1,38;340727,16;0;91563,06
07.01.2020 00:00:00;30,26729772;34,81773373;84,1105162;-2,810522434;0,164067759;41329,05154;1,2;1116619,8;0;101576,6;1,41;340728,57;0;91563,06
07.01.2020 01:00:00;30,2672978;34,81773383;84,53879424;-2,974563141;0,167573174;41329,21911;1,2;1116621;0;101576,6;1,29;340729,86;0;91563,06
07.01.2020 02:00:00;30,26729772;34,81773373;85,80452495;-2,519534198;0,169588777;41329,3887;1,2;1116622,2;0;101576,6;1,29;340731,15;0;91563,06
07.01.2020 03:00:00;29,1822025;33,55133608;86,51786343;-1,643444788;0,168147431;41329,55685;0,9;1116623,1;0;101576,6;1,32;340732,47;0;91563,06
07.01.2020 04:00:00;2,757840399;2,711876396;85,75203721;0,373236592;0,167549887;41329,7244;1,2;1116624,3;0;101576,6;1,38;340733,85;0;91563,06
07.01.2020 05:00:00;2,757840391;2,711876388;85,75173981;0,898860335;0,158417374;41329,88281;2,1;1116626,4;0;101576,6;2,28;340736,13;0;91563,06
07.01.2020 06:00:00;2,757840391;2,711876388;86,00098371;1,330988734;0,190948276;41330,07376;0,9;1116627,3;0;101576,6;1,5;340737,63;0;91563,06
07.01.2020 07:00:00;2,757840399;2,711876396;86,91875761;1,477388504;0,422370897;41330,49613;1,5;1116628,8;0;101576,6;7,889848491;340745,5198;0;91563,06
07.01.2020 08:00:00;2,757840391;2,711876388;88,52002079;1,76643695;6,61938173;41337,11551;1,5;1116630,3;0,06;101576,66;8,700151509;340754,22;0;91563,06
07.01.2020 09:00:00;2,757840391;2,711876388;89,30562011;2,107558236;6,603588511;41343,7191;3,9;1116634,2;0,38;101577,04;9,66;340763,88;0;91563,06
07.01.2020 10:00:00;2,757840399;2,711876396;89,33811967;2,604301934;6,604307429;41350,32341;2,1;1116636,3;1,3;101578,34;9,03;340772,91;0;91563,06
07.01.2020 11:00:00;2,757840391;2,711876388;89,33811942;2,788278181;6,772293794;41357,0957;2,1;1116638,4;1,02;101579,36;9,45;340782,36;0;91563,06
07.01.2020 12:00:00;2,757840391;2,711876388;89,33811942;2,885300872;7,043543195;41364,13925;2,4;1116640,8;0,8;101580,16;9,57;340791,93;0;91563,06
07.01.2020 13:00:00;23,06698503;2,711876396;89,22040681;2,950378212;7,191121848;41371,33037;2,4;1116643,2;1,36;101581,52;9,33;340801,26;0;91563,06
07.01.2020 14:00:00;52,7666778;2,711876388;88,21763419;3,637687303;7,308538078;41378,63891;2,4;1116645,6;1,1;101582,62;9,81;340811,07;0;91563,06
07.01.2020 15:00:00;51,03523933;2,796182031;85,51720934;3,676058651;7,392580486;41386,03149;3;1116648,6;0,32;101582,94;4,68;340815,75;0;91563,06
