Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15
Exporte hourly data for PV and electrical Energy;;;;;;;;;;;;;;
Name:;Irradiation horizontal;Irradiation vertical;Humidity, outside;Temperature, outside;El. Energy Heating/Cooling;El. Energy Heating/Cooling;El. Energy house;El. Energy house;PV generation;PV generation;From grid;From grid;To grid;To grid
Description:;102_ISP01_E1001_B001ME1;102_ISP01_E1001_B002ME1;102_ISP01_E1001_B003ME1;102_ISP01_E1001_B101ME1;102_ISP01_E1000_UMG96_MODBUS_26;102_ISP01_E1000_UMG96_MODBUS_26;OH_STWF_NSHV_180;OH_STWF_NSHV_180;OH_STWF_PV_280;OH_STWF_PV_280;OH_STWF_NETZ_180;OH_STWF_NETZ_180;OH_STWF_NETZ_280;OH_STWF_NETZ_280
Unit;Globalstrahlungsfuehler Horizontal;Globalstrahlungsfueler Vertikal;Elektro Feuchtefuehler;Elektro Aussentemperatur;ISP 01 Schaltschrank, Consumption heating;"ISP 01 Schaltschrank, tot. Consumption heating; cumulative";"NSHV (Haushaltstrom); consumption general electricity";"NSHV (Haushaltstrom); consumption general electricity; cumulative";PV power generated 280;"PV power generated 280; cumulative";Netz Bezug gesamt 180;"Netz Bezug gesamt 180; cumulative";Netz Einspeisung gesamt 280;"Netz Einspeisung gesamt 280; cumulative"
Day;W/m²;W/m²;RH%;°C;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh
04.05.2020 00:00:00;7,40020513;38,17311093;49,99481353;10,56356476;0,107822176;44295,75666;1,2;1118717,1;0;116438,06;1,41;344827,32;0;103733,13
04.05.2020 01:00:00;7,400205151;38,17311104;52,50699344;10,13077648;0,11462559;44295,87128;1,2;1118718,3;0;116438,06;1,38;344828,7;0;103733,13
04.05.2020 02:00:00;7,40020513;38,17311093;57,55956026;9,419783355;0,120947734;44295,99223;1,2;1118719,5;0;116438,06;1,29;344829,99;0;103733,13
04.05.2020 03:00:00;7,40020513;38,17311093;59,09926436;9,259408483;0,132854625;44296,12509;1,2;1118720,7;0;116438,06;1,29;344831,28;0;103733,13
04.05.2020 04:00:00;7,400205151;38,17311104;59,55141655;8,852295928;0,137523724;44296,26261;0,9;1118721,6;0;116438,06;1,32;344832,6;0;103733,13
04.05.2020 05:00:00;3,258592703;5,716390412;60,86188893;8,177399212;0,14223521;44296,40485;1,2;1118722,8;0;116438,06;1,35;344833,95;0;103733,13
04.05.2020 06:00:00;29,71834841;2,872750284;64,64186789;8,008932782;0,163258412;44296,5681;1,2;1118724;0;116438,06;1,38;344835,33;0;103733,13
04.05.2020 07:00:00;187,2386593;52,31297777;62,70117827;10,30917961;3,191204582;44299,75931;0,6;1118724,6;1,04;116439,1;3,09;344838,42;0;103733,13
04.05.2020 08:00:00;258,7598006;96,85337787;55,17731244;13,63315883;1,803679757;44301,56299;0;1118724,6;7,78;116446,88;1,56;344839,98;5,97;103739,1
04.05.2020 09:00:00;339,9552198;135,0498519;50,52435759;15,44150375;0,221041073;44301,78403;0;1118724,6;11,1;116457,98;0;344839,98;9,48;103748,58
04.05.2020 10:00:00;282,3060741;121,8351963;52,13943991;15,47934254;0,231502477;44302,01553;0;1118724,6;15,14;116473,12;0;344839,98;13,65;103762,23
04.05.2020 11:00:00;422,5936524;222,7873467;53,18972943;15,97872104;3,475646609;44305,49118;0;1118724,6;13,12;116486,24;0,03;344840,01;8,43;103770,66
04.05.2020 12:00:00;586,9327916;343,8045777;56,09306681;17,10600844;0,197382286;44305,68856;0;1118724,6;20,12;116506,36;0;344840,01;18,24;103788,9
04.05.2020 13:00:00;589,7088223;364,3039475;56,55033313;17,74285013;0,162918525;44305,85148;0;1118724,6;25,42;116531,78;0;344840,01;23,94;103812,84
04.05.2020 14:00:00;668,7915497;500,7143347;56,4152295;17,48071555;0,204519427;44306,056;0;1118724,6;27,36;116559,14;0;344840,01;25,68;103838,52
04.05.2020 15:00:00;581,2273052;414,4942831;52,44093711;18,29370661;0,260248456;44306,31625;0;1118724,6;28,86;116588;0;344840,01;27,18;103865,7
04.05.2020 16:00:00;119,382062;67,59869053;63,26239438;15,74326803;0,153246219;44306,46949;0;1118724,6;27,4;116615,4;0;344840,01;25,53;103891,23
04.05.2020 17:00:00;205,6089373;134,0437455;67,5670495;14,85897346;0,118592216;44306,58809;0;1118724,6;5,62;116621,02;0,03;344840,04;4,32;103895,55
04.05.2020 18:00:00;157,1990716;89,50660456;70,01926903;13,8535086;0,115459176;44306,70355;0;1118724,6;9,68;116630,7;0,03;344840,07;8,19;103903,74
04.05.2020 19:00:00;71,88413053;57,38114707;72,49851885;12,78985785;0,093329501;44306,79688;0;1118724,6;7,66;116638,36;0;344840,07;6,42;103910,16
04.05.2020 20:00:00;25,48704145;8,032656789;75,35054181;11,75466827;0,041004029;44306,83788;0;1118724,6;2,4;116640,76;0,06;344840,13;1,14;103911,3
04.05.2020 21:00:00;25,48704145;6,503906726;76,10932534;10,24512563;0,222246531;44307,06013;0,9;1118725,5;0,02;116640,78;1,26;344841,39;0;103911,3
04.05.2020 22:00:00;25,48704152;6,503906744;77,83790478;9,394242683;0,125990696;44307,18612;1,5;1118727;0;116640,78;1,44;344842,83;0;103911,3
04.05.2020 23:00:00;25,48704145;6,503906726;78,15211966;9,061060155;0,140189124;44307,32631;1,2;1118728,2;0;116640,78;1,47;344844,3;0;103911,3
05.05.2020 00:00:00;25,48704145;6,503906726;77,99220968;8,513734126;0,138569072;44307,46487;1,2;1118729,4;0;116640,78;1,35;344845,65;0;103911,3
05.05.2020 01:00:00;25,48704152;6,503906744;76,88228436;8,26901342;0,133659294;44307,59853;0,9;1118730,3;0;116640,78;1,32;344846,97;0;103911,3
05.05.2020 02:00:00;25,48704145;6,503906726;76,10578911;7,62337973;0,136648687;44307,73518;1,2;1118731,5;0;116640,78;1,41;344848,38;0;103911,3
05.05.2020 03:00:00;25,48704145;6,503906726;76,82796236;6,654469325;0,135709949;44307,87089;1,2;1118732,7;0;116640,78;1,26;344849,64;0;103911,3
05.05.2020 04:00:00;25,48704152;6,503906744;76,8269693;6,389711809;0,134149697;44308,00504;1,2;1118733,9;0;116640,78;1,32;344850,96;0;103911,3
05.05.2020 05:00:00;4,652195699;3,207521449;77,38449607;5,578002828;0,131357979;44308,1364;1,2;1118735,1;0;116640,78;1,26;344852,22;0;103911,3
05.05.2020 06:00:00;37,1384059;2,918714283;75,9591748;5,709923828;0,142245201;44308,27865;0,9;1118736;0,02;116640,8;1,29;344853,51;0;103911,3
05.05.2020 07:00:00;93,12052542;22,22768344;73,47118031;6,619976457;0,280253044;44308,5589;0,3;1118736,3;1,92;116642,72;0,18;344853,69;0,78;103912,08
05.05.2020 08:00:00;192,3047176;66,40215671;72,84633294;7,462006787;6,61657046;44315,17547;0;1118736,3;5,36;116648,08;2,52;344856,21;0,21;103912,29
05.05.2020 09:00:00;282,3341645;110,5766246;67,0570039;8,785026421;4,469620522;44319,64509;0;1118736,3;9,92;116658;0,24;344856,45;4,38;103916,67
05.05.2020 10:00:00;431,2653295;183,9798643;57,11634481;10,52562166;0,309827877;44319,95492;0;1118736,3;14,24;116672,24;0;344856,45;12,57;103929,24
05.05.2020 11:00:00;495,3740123;244,6225445;50,79884753;11,92223788;0,305162178;44320,26008;0;1118736,3;21,38;116693,62;0;344856,45;19,32;103948,56
05.05.2020 12:00:00;542,0441466;293,2446805;45,79577071;13,71869396;0,288659556;44320,54874;0;1118736,3;23,28;116716,9;0;344856,45;21,99;103970,55
05.05.2020 13:00:00;564,4741387;331,2747859;43,28712568;14,30906897;0,165677202;44320,71442;0;1118736,3;25,86;116742,76;0;344856,45;23,67;103994,22
05.05.2020 14:00:00;578,6906066;389,606564;43,00753898;14,45760602;0,125542398;44320,83996;0;1118736,3;26,5;116769,26;0;344856,45;25,11;104019,33
05.05.2020 15:00:00;667,75954;510,764355;42,77921915;14,45877551;0,114257812;44320,95422;0;1118736,3;27,54;116796,8;0;344856,45;26,1;104045,43
05.05.2020 16:00:00;569,1258862;493,7537173;42,18287616;14,06604161;0,115565469;44321,06978;0;1118736,3;30,44651717;116827,2465;0;344856,45;28,7343646;104074,1644
05.05.2020 17:00:00;371,7269381;351,0037487;43,5909131;13,13492408;0,117575335;44321,18736;0;1118736,3;24,7571607;116852,0037;0;344856,45;23,21104977;104097,3754
05.05.2020 18:00:00;258,5437;237,6897741;41,52547008;13,10336589;0,117575335;44321,30493;0;1118736,3;22,41632212;116874,42;0;344856,45;20,98458562;104118,36
05.05.2020 19:00:00;131,0149718;120,7300837;44,00134363;11,91046398;0,093505051;44321,39844;0;1118736,3;13,6;116888,02;0;344856,45;12,03;104130,39
05.05.2020 20:00:00;37,93307364;31,68656553;44,15960792;10,2700642;0,002506371;44321,40094;0;1118736,3;4,42;116892,44;0;344856,45;3,18;104133,57
05.05.2020 21:00:00;8,06668281;29,32503697;43,49295463;8,391370959;0,265617151;44321,66656;0,6;1118736,9;0,38;116892,82;0,84;344857,29;0;104133,57
05.05.2020 22:00:00;8,066682833;29,32503706;45,47646051;7,1922169;0,133027105;44321,79959;1,2;1118738,1;0;116892,82;1,41;344858,7;0;104133,57
05.05.2020 23:00:00;8,06668281;29,32503697;50,23265992;6,543241686;0,142018911;44321,94161;1,2;1118739,3;0;116892,82;1,44;344860,14;0;104133,57
06.05.2020 00:00:00;8,06668281;29,32503697;53,8720168;5,567427067;0,142525935;44322,08413;1,5;1118740,8;0;116892,82;1,5;344861,64;0;104133,57
06.05.2020 01:00:00;8,066682833;29,32503706;55,72472143;4,831136576;0,143087091;44322,22722;0,9;1118741,7;0;116892,82;1,32;344862,96;0;104133,57
06.05.2020 02:00:00;8,06668281;29,32503697;56,60940812;4,248681102;0,146543086;44322,37376;1,2;1118742,9;0;116892,82;1,32;344864,28;0;104133,57
06.05.2020 03:00:00;8,06668281;29,32503697;58,54662635;3,503695246;0,152906878;44322,52667;1,2;1118744,1;0;116892,82;1,29;344865,57;0;104133,57
06.05.2020 04:00:00;8,066682833;29,32503706;60,43041229;3,284508565;0,153023873;44322,67969;1,2;1118745,3;0;116892,82;1,41;344866,98;0;104133,57
06.05.2020 05:00:00;3,227758487;5,045890252;61,46751223;3,593423944;0,149906954;44322,8296;1,2;1118746,5;0;116892,82;1,29;344868,27;0;104133,57
06.05.2020 06:00:00;58,09135644;9,725473136;58,79434364;5,47443263;0,151303538;44322,9809;0,9;1118747,4;0,1;116892,92;1,2;344869,47;0;104133,57
06.05.2020 07:00:00;194,0247962;52,92755518;50,75063127;8,54632809;0,215912888;44323,19682;0;1118747,4;1,92;116894,84;0,09;344869,56;0,48;104134,05
06.05.2020 08:00:00;360,6860077;82,23828657;49,07279201;9,150434859;6,04461173;44329,24143;0;1118747,4;8,46;116903,3;0,3;344869,86;1,95;104136
06.05.2020 09:00:00;504,9319163;102,936386;45,11125799;9,153819552;5,270594268;44334,51202;0;1118747,4;18,22;116921,52;0;344869,86;11,19;104147,19
06.05.2020 10:00:00;632,3369978;152,4650966;40,92673808;9,600513418;0,221131665;44334,73315;0;1118747,4;25,18;116946,7;0;344869,86;24,03;104171,22
06.05.2020 11:00:00;737,2407196;297,7847733;42,70400166;10,48801418;0,177088532;44334,91024;0;1118747,4;31,16;116977,86;0;344869,86;29,28;104200,5
06.05.2020 12:00:00;800,1496581;420,4787896;38,72014771;11,37074271;0,165402897;44335,07565;0;1118747,4;36,06;117013,92;0;344869,86;33,81;104234,31
06.05.2020 13:00:00;812,6436172;512,862557;37,78035581;11,82535165;0,148480594;44335,22413;0;1118747,4;37,48;117051,4;0;344869,86;36,24;104270,55
06.05.2020 14:00:00;793,9029462;554,3718867;34,5705506;12,68063935;0,129378981;44335,35351;0;1118747,4;37,42;117088,82;0;344869,86;36,24;104306,79
06.05.2020 15:00:00;695,9015254;531,5282227;33,62288524;13,26865532;0,122427773;44335,47593;0;1118747,4;36,74;117125,56;0;344869,86;34,14;104340,93
06.05.2020 16:00:00;579,87664;524,2996861;34,79666951;13,61188605;0,116311436;44335,59225;0;1118747,4;32,24;117157,8;0;344869,86;30,78;104371,71
06.05.2020 17:00:00;433,1351714;408,3073337;36,43391707;13,56071187;0,118346813;44335,71059;0;1118747,4;27,2;117185;0;344869,86;25,77;104397,48
06.05.2020 18:00:00;278,6782499;263,5604852;38,65190163;13,55646275;0,118902439;44335,82949;0;1118747,4;20,9;117205,9;0;344869,86;19,11;104416,59
06.05.2020 19:00:00;129,4183661;107,5924202;41,76638515;12,94511047;0,092380589;44335,92188;0;1118747,4;12,9;117218,8;0;344869,86;11,58;104428,17
06.05.2020 20:00:00;36,34424976;42,97634502;46,84565655;11,08263314;0;44335,92188;0;1118747,4;4,4;117223,2;0;344869,86;2,97;104431,14
06.05.2020 21:00:00;25,64791486;42,97634502;49,72582315;9,693628099;0,250207688;44336,17208;0,9;1118748,3;0,38;117223,58;1,05;344870,91;0;104431,14
06.05.2020 22:00:00;25,64791493;42,97634514;53,50564843;8,538175235;0,133148216;44336,30523;1,2;1118749,5;0;117223,58;1,44;344872,35;0;104431,14
06.05.2020 23:00:00;25,64791486;42,97634502;55,77878315;7,595055929;0,138208441;44336,44344;1,5;1118751;0;117223,58;1,47;344873,82;0;104431,14
07.05.2020 00:00:00;25,64791486;42,97634502;58,4047025;6,592606568;0,139773773;44336,58321;1,2;1118752,2;0;117223,58;1,5;344875,32;0;104431,14
07.05.2020 01:00:00;25,64791493;42,97634514;59,68596541;6,027144914;0,140652049;44336,72387;0,9;1118753,1;0;117223,58;1,32;344876,64;0;104431,14
07.05.2020 02:00:00;25,64791486;42,97634502;62,357697;5,402190012;0,148452622;44336,87232;1,5;1118754,6;0;117223,58;1,44;344878,08;0;104431,14
07.05.2020 03:00:00;25,64791486;42,97634502;62,64675685;4,882686539;0,142046472;44337,01436;1,2;1118755,8;0;117223,58;1,41;344879,49;0;104431,14
07.05.2020 04:00:00;25,64791493;42,97634514;64,62555222;4,52657009;0,137812067;44337,15218;0,9;1118756,7;0;117223,58;1,32;344880,81;0;104431,14
07.05.2020 05:00:00;4,686285726;6,018794903;65,45644853;4,505938711;0,152885219;44337,30506;1,2;1118757,9;0;117223,58;1,32;344882,13;0;104431,14
07.05.2020 06:00:00;48,14136147;2,780822278;65,90988054;6,055630316;0,153028652;44337,45809;1,2;1118759,1;0;117223,58;1,5;344883,63;0;104431,14
07.05.2020 07:00:00;187,5268232;46,26072966;56,37691632;10,57405307;0,201833285;44337,65992;0,6;1118759,7;1,22;117224,8;0,54;344884,17;0,18;104431,32
07.05.2020 08:00:00;341,9922569;52,78966136;49,97394794;13,33181245;4,542188787;44342,20211;0;1118759,7;8,22;117233,02;0,15;344884,32;1,86;104433,18
07.05.2020 09:00:00;493,8883642;57,92945859;43,69299721;14,57493029;3,52462336;44345,72674;0;1118759,7;16,08;117249,1;0;344884,32;11,16;104444,34
07.05.2020 10:00:00;627,7082928;150,6564777;37,8124702;15,27155216;0,155817174;44345,88255;0;1118759,7;23,34;117272,44;0;344884,32;22,08;104466,42
07.05.2020 11:00:00;730,5307312;291,8035158;36,70151135;15,77725371;0,160635629;44346,04319;0;1118759,7;29,9;117302,34;0;344884,32;28,2;104494,62
07.05.2020 12:00:00;791,7764972;414,6750063;35,83329528;16,73288809;0,157052847;44346,20024;0;1118759,7;33,12;117335,46;0;344884,32;31,44;104526,06
07.05.2020 13:00:00;805,9099136;507,7902561;33,69354647;17,62240513;0,154657041;44346,3549;0;1118759,7;35,26;117370,72;0;344884,32;34,23;104560,29
07.05.2020 14:00:00;791,5557917;554,5098261;32,11066991;18,28295786;0,153033998;44346,50793;0;1118759,7;36,32;117407,04;0;344884,32;33,72;104594,01
07.05.2020 15:00:00;700,4122282;530,8725107;31,05303169;18,99056002;0,151554404;44346,65949;0;1118759,7;34,18;117441,22;0;344884,32;33,18;104627,19
07.05.2020 16:00:00;583,6662299;513,2214332;30,0852216;19,80397975;0,120619013;44346,78011;0;1118759,7;30,84;117472,06;0;344884,32;29,91;104657,1
07.05.2020 17:00:00;425,1795182;407,594842;31,01956757;19,88597259;0,111042433;44346,89115;0;1118759,7;26,68;117498,74;0;344884,32;25,14;104682,24
07.05.2020 18:00:00;278,162616;260,8027177;31,79785635;19,87748812;0,111042433;44347,00219;0;1118759,7;19,58;117518,32;0;344884,32;18,45;104700,69
07.05.2020 19:00:00;133,6755225;107,2763558;34,01171294;18,91903967;0,095465648;44347,09766;0;1118759,7;12,76;117531,08;0;344884,32;11,07;104711,76
07.05.2020 20:00:00;37,20071479;40,12657925;37,68274944;16,83539726;0;44347,09766;0;1118759,7;4,36;117535,44;0,03;344884,35;3,27;104715,03
07.05.2020 21:00:00;25,67089842;40,12657925;40,95565937;14,69373268;0,243971476;44347,34163;0,9;1118760,6;0,4;117535,84;0,9;344885,25;0;104715,03
07.05.2020 22:00:00;25,67089849;40,12657936;42,78718221;13,11554525;0,113901869;44347,45553;0,9;1118761,5;0;117535,84;1,35;344886,6;0;104715,03
07.05.2020 23:00:00;25,67089842;40,12657925;45,92781417;12,03434033;0,11362745;44347,56916;1,5;1118763;0;117535,84;1,41;344888,01;0;104715,03
08.05.2020 00:00:00;25,67089842;40,12657925;48,27646082;11,08528421;0,113424849;44347,68258;1,2;1118764,2;0;117535,84;1,38;344889,39;0;104715,03
08.05.2020 01:00:00;25,67089849;40,12657936;49,41369827;10,55305301;0,115689216;44347,79827;0,9;1118765,1;0;117535,84;1,32;344890,71;0;104715,03
08.05.2020 02:00:00;25,67089842;40,12657925;51,06798079;10,50339459;0,116306514;44347,91458;1,2;1118766,3;0;117535,84;1,26;344891,97;0;104715,03
08.05.2020 03:00:00;25,67089842;40,12657925;52,14919306;10,50339459;0,116182078;44348,03076;1,2;1118767,5;0;117535,84;1,32;344893,29;0;104715,03
08.05.2020 04:00:00;25,67089849;40,12657936;52,05856236;10,36775707;0,11741275;44348,14817;0,9;1118768,4;0;117535,84;1,26;344894,55;0;104715,03
08.05.2020 05:00:00;4,667006399;5,831491788;54,72980048;9,745835029;0,120429842;44348,2686;1,2;1118769,6;0;117535,84;1,26;344895,81;0;104715,03
08.05.2020 06:00:00;39,9338485;2,826786281;54,78008531;10,44787562;0,141850528;44348,41045;0,9;1118770,5;0;117535,84;1,26;344897,07;0;104715,03
08.05.2020 07:00:00;171,5342218;52,14105759;52,34624526;13,30127889;0,155780776;44348,56623;0,6;1118771,1;1,56;117537,4;0,36;344897,43;0,48;104715,51
08.05.2020 08:00:00;332,89956;52,83562465;46,05041651;16,61148557;0,155386741;44348,72162;0;1118771,1;7,08;117544,48;0;344897,43;5,94;104721,45
08.05.2020 09:00:00;499,8570327;92,98161201;41,87849558;18,57165954;0,147147484;44348,86877;0;1118771,1;15,56;117560,04;0;344897,43;13,68;104735,13
08.05.2020 10:00:00;634,6273497;155,7044092;37,73802982;19,75964766;0,158866604;44349,02763;0;1118771,1;23,2;117583,24;0;344897,43;22,17;104757,3
08.05.2020 11:00:00;730,6451191;296,2233959;34,66026906;20,63370212;0,140783919;44349,16842;0;1118771,1;29,02;117612,26;0;344897,43;27,96;104785,26
08.05.2020 12:00:00;795,7576466;418,8603551;31,82810885;21,2768705;0,144117067;44349,31254;0;1118771,1;33,4;117645,66;0;344897,43;31,44;104816,7
08.05.2020 13:00:00;805,0179335;508,1808024;29,4449971;22,27215952;0,128838414;44349,44137;0;1118771,1;34,88;117680,54;0;344897,43;33,21;104849,91
08.05.2020 14:00:00;794,7980621;559,9111823;26,02865238;22,4867684;0,123083842;44349,56446;0;1118771,1;35,18;117715,72;0;344897,43;33,66;104883,57
08.05.2020 15:00:00;681,0254413;518,9302537;22,78362035;23,32766628;0,113424849;44349,67788;0;1118771,1;35,3;117751,02;0;344897,43;33,87;104917,44
08.05.2020 16:00:00;434,1560852;322,259844;19,73728468;23,60242753;0,115330183;44349,79321;0;1118771,1;30,9;117781,92;0;344897,43;29,94;104947,38
08.05.2020 17:00:00;369,8549295;318,3864197;20,72527988;23,25845219;0,117500431;44349,91071;0;1118771,1;19,72;117801,64;0;344897,43;18,66;104966,04
08.05.2020 18:00:00;247,4277585;213,346849;27,87887788;22,87077385;0,117500431;44350,02821;0;1118771,1;18,58;117820,22;0;344897,43;17,07;104983,11
08.05.2020 19:00:00;82,30812804;63,8844161;36,08458784;20,7714031;0,088973937;44350,11719;0;1118771,1;11,88;117832,1;0;344897,43;10,65;104993,76
08.05.2020 20:00:00;41,04585644;24,15408514;36,94105285;18,86558413;0;44350,11719;0;1118771,1;3,34;117835,44;0,09;344897,52;2,04;104995,8
08.05.2020 21:00:00;41,04585644;24,15408514;37,86610414;17,50511556;0,250893203;44350,36808;0,9;1118772;0,34;117835,78;0,93;344898,45;0,03;104995,83
08.05.2020 22:00:00;41,04585655;24,15408521;38,67033088;16,50581219;0,113284276;44350,48136;0,9;1118772,9;0;117835,78;1,32;344899,77;0;104995,83
08.05.2020 23:00:00;41,04585644;24,15408514;40,52268844;15,36093383;0,11126895;44350,59263;1,2;1118774,1;0;117835,78;1,44;344901,21;0;104995,83
09.05.2020 00:00:00;41,04585644;24,15408514;42,33707241;14,45224129;0,110078278;44350,70271;1,5;1118775,6;0;117835,78;1,41;344902,62;0;104995,83
09.05.2020 01:00:00;41,04585655;24,15408521;44,70750983;14,11457398;0,114470844;44350,81718;1,2;1118776,8;0;117835,78;1,32;344903,94;0;104995,83
09.05.2020 02:00:00;41,04585644;24,15408514;43,18583866;14,11457394;0,115578808;44350,93276;1,2;1118778;0;117835,78;1,29;344905,23;0;104995,83
09.05.2020 03:00:00;41,04585644;24,15408514;44,00248791;14,11457394;0,111794832;44351,04456;0,9;1118778,9;0;117835,78;1,26;344906,49;0;104995,83
09.05.2020 04:00:00;41,04585655;24,15408521;45,38527889;14,03173393;0,110515279;44351,15507;1,2;1118780,1;0;117835,78;1,23;344907,72;0;104995,83
09.05.2020 05:00:00;5,799891412;4,439165405;48,14828218;13,83162879;0,105717797;44351,26079;1,2;1118781,3;0;117835,78;1,41;344909,13;0;104995,83
09.05.2020 06:00:00;16,18648;2,711876388;51,64056562;13,83162879;0,107678984;44351,36847;0,9;1118782,2;0;117835,78;1,32;344910,45;0;104995,83
09.05.2020 07:00:00;97,1976558;17,02653658;53,59066681;14,08411475;0,1125;44351,48097;0,6;1118782,8;1,2;117836,98;0,39;344910,84;0,39;104996,22
09.05.2020 08:00:00;271,1153676;55,39033137;50,14280647;16,33247807;0,05809375;44351,53906;0;1118782,8;4,8;117841,78;0;344910,84;3,51;104999,73
09.05.2020 09:00:00;415,9127182;112,3795738;46,19084149;18,75997755;0,131285748;44351,67035;0;1118782,8;11,84;117853,62;0;344910,84;10,68;105010,41
09.05.2020 10:00:00;509,8755984;188,2848476;40,62889119;21,64916234;0,155518542;44351,82587;0;1118782,8;18,78;117872,4;0;344910,84;17,49;105027,9
09.05.2020 11:00:00;568,6805376;268,9118467;35,50198818;22,70718034;0,120983138;44351,94685;0;1118782,8;23,2;117895,6;0;344910,84;21,63;105049,53
09.05.2020 12:00:00;607,3847961;334,5213186;32,99174574;23,63350648;0,110694823;44352,05754;0;1118782,8;23,4;117919;0;344910,84;22,47;105072
09.05.2020 13:00:00;462,9030006;257,0627094;31,34136708;24,91386887;0,111217873;44352,16876;0;1118782,8;27,26;117946,26;0;344910,84;25,8;105097,8
09.05.2020 14:00:00;362,3345128;190,0014137;31,32740887;25,28745363;0,113618707;44352,28238;0;1118782,8;20,62;117966,88;0;344910,84;18,99;105116,79
09.05.2020 15:00:00;384,6297424;233,1138023;39,04779518;23,47271394;0,110859979;44352,39324;0;1118782,8;15,98;117982,86;0;344910,84;14,91;105131,7
09.05.2020 16:00:00;405,0569123;289,3244037;43,43298571;21,9353922;0,106565141;44352,49981;0;1118782,8;17,5;118000,36;0;344910,84;16,11;105147,81
09.05.2020 17:00:00;110,3580431;55,30063974;50,21889298;19,83682555;0,110132567;44352,60994;0;1118782,8;18,4;118018,76;0;344910,84;17,34;105165,15
09.05.2020 18:00:00;134,8832915;90,68296453;52,17344231;18,74304702;0,113920657;44352,72386;0;1118782,8;4,28;118023,04;0;344910,84;2,94;105168,09
09.05.2020 19:00:00;69,90870037;51,73351043;51,40437787;17,93048796;0,096452823;44352,82031;0;1118782,8;6,4;118029,44;0;344910,84;5,16;105173,25
09.05.2020 20:00:00;29,90162853;51,59459682;51,83970169;16,79762195;0;44352,82031;0;1118782,8;2,26;118031,7;0;344910,84;1,05;105174,3
09.05.2020 21:00:00;10,87048719;51,59459682;55,63747417;16,2311593;0,240429809;44353,06074;0,6;1118783,4;0,36;118032,06;0,87;344911,71;0,03;105174,33
09.05.2020 22:00:00;10,87048722;51,59459696;57,96329293;15,93669418;0,113618707;44353,17436;1,5;1118784,9;0;118032,06;1,47;344913,18;0;105174,33
09.05.2020 23:00:00;10,87048719;51,59459682;58,65782842;15,5153588;0,111058132;44353,28542;1,2;1118786,1;0;118032,06;1,41;344914,59;0;105174,33
10.05.2020 00:00:00;10,87048719;51,59459682;59,09182577;15,22592067;0,108881775;44353,3943;1,2;1118787,3;0;118032,06;1,35;344915,94;0;105174,33
10.05.2020 01:00:00;10,87048722;51,59459696;61,66231843;14,4113111;0,108544091;44353,50285;0,9;1118788,2;0;118032,06;1,26;344917,2;0;105174,33
10.05.2020 02:00:00;10,87048719;51,59459682;64,16589725;13,95605364;0,108381503;44353,61123;1,2;1118789,4;0;118032,06;1,38;344918,58;0;105174,33
10.05.2020 03:00:00;10,87048719;51,59459682;67,43336339;12,98845077;0,112307807;44353,72353;1,2;1118790,6;0;118032,06;1,26;344919,84;0;105174,33
10.05.2020 04:00:00;10,87048722;51,59459696;67,84885739;12,70568993;0,113275893;44353,83681;1,2;1118791,8;0;118032,06;1,23;344921,07;0;105174,33
10.05.2020 05:00:00;3,453620504;6,713042955;67,59812046;12,8623739;0,112206537;44353,94902;0,9;1118792,7;0;118032,06;1,29;344922,36;0;105174,33
10.05.2020 06:00:00;2,803804398;2,780822278;69,25721571;12,98171422;0,112111731;44354,06113;1,5;1118794,2;0;118032,06;1,38;344923,74;0;105174,33
10.05.2020 07:00:00;21,27929276;2,780822285;69,42748794;13,65708906;0,111726509;44354,17285;0,3;1118794,5;0,56;118032,62;0,63;344924,37;0;105174,33
10.05.2020 08:00:00;52,81264491;2,780822277;70,47467088;14,5657277;0,069332506;44354,24219;0;1118794,5;2,08;118034,7;0,06;344924,43;0,93;105175,26
10.05.2020 09:00:00;98,94997428;39,87071125;73,05472821;15,30537073;0,108351621;44354,35054;0;1118794,5;3,32;118038,02;0;344924,43;2,07;105177,33
10.05.2020 10:00:00;237,1394151;115,995274;70,43518684;17,18835086;0,164720787;44354,51526;0;1118794,5;5,82;118043,84;0;344924,43;4,62;105181,95
10.05.2020 11:00:00;262,0553503;118,9406124;65,82551671;18,8718504;0,113530508;44354,62879;0;1118794,5;11,26;118055,1;0;344924,43;10,08;105192,03
10.05.2020 12:00:00;740,4641271;405,7018123;59,52663216;20,70169737;0,117813177;44354,7466;0;1118794,5;12,5;118067,6;0;344924,43;10,86;105202,89
10.05.2020 13:00:00;780,6421662;486,8566988;51,7500134;22,09746863;0,118076939;44354,86468;0;1118794,5;32,26;118099,86;0;344924,43;30,18;105233,07
10.05.2020 14:00:00;669,3963;423,3156674;46,25482427;23,47381456;0,113249187;44354,97793;0;1118794,5;33,1;118132,96;0;344924,43;32,22;105265,29
10.05.2020 15:00:00;521,6815833;348,3467809;43,58835195;24,14665051;0,114337527;44355,09227;0;1118794,5;30,5;118163,46;0;344924,43;28,38;105293,67
10.05.2020 16:00:00;376,0109112;262,6656547;42,28992003;24,49893975;0,116626794;44355,20889;0;1118794,5;23,74;118187,2;0;344924,43;22,71;105316,38
